movieId,title,genres,clean_title,year,year_display,genres_list,genres_clean,user_tags,tmdbId,imdbId,avg_rating,vote_count,corpus
5979,Attack of the Crab Monsters (1957),Horror|Sci-Fi,Attack of the Crab Monsters,1957.0,(1957),"['Horror', 'Sci-Fi']",horror scifi,,26946,50147,3.0,1,attack of the crab monsters horror scifi  1957
5980,Black Christmas (1974),Horror|Mystery|Thriller,Black Christmas,1974.0,(1974),"['Horror', 'Mystery', 'Thriller']",horror mystery thriller,,16938,71222,3.5,2,black christmas horror mystery thriller  1974
5984,"Story of O, The (Histoire d'O) (1975)",Drama|Romance,"Story of O, The (Histoire d'O)",1975.0,(1975),"['Drama', 'Romance']",drama romance,,4561,73115,3.5,2,"story of o, the (histoire d'o) drama romance  1975"
5986,Fat City (1972),Drama,Fat City,1972.0,(1972),['Drama'],drama,,16993,68575,4.0,1,fat city drama  1972
5988,Quicksilver (1986),Drama,Quicksilver,1986.0,(1986),['Drama'],drama,,21332,91814,2.62,4,quicksilver drama  1986
5989,Catch Me If You Can (2002),Crime|Drama,Catch Me If You Can,2002.0,(2002),"['Crime', 'Drama']",crime drama,crime cheating intelligent leonardo dicaprio lies smart tom hanks twists & turns,640,264464,3.92,115,catch me if you can crime drama crime cheating intelligent leonardo dicaprio lies smart tom hanks twists & turns 2002
5990,Pinocchio (2002),Children|Comedy|Fantasy,Pinocchio,2002.0,(2002),"['Children', 'Comedy', 'Fantasy']",children comedy fantasy,,10599,255477,3.5,1,pinocchio children comedy fantasy  2002
5991,Chicago (2002),Comedy|Crime|Drama|Musical,Chicago,2002.0,(2002),"['Comedy', 'Crime', 'Drama', 'Musical']",comedy crime drama musical,court jazz murder,1574,299658,3.72,49,chicago comedy crime drama musical court jazz murder 2002
5992,"Hours, The (2002)",Drama|Romance,"Hours, The",2002.0,(2002),"['Drama', 'Romance']",drama romance,,590,274558,3.7,15,"hours, the drama romance  2002"
5993,Max (2002),Drama,Max,2002.0,(2002),['Drama'],drama,,13560,290210,2.9,5,max drama  2002
5994,Nicholas Nickleby (2002),Drama|Romance,Nicholas Nickleby,2002.0,(2002),"['Drama', 'Romance']",drama romance,dickens,29339,309912,4.0,2,nicholas nickleby drama romance dickens 2002
5995,"Pianist, The (2002)",Drama|War,"Pianist, The",2002.0,(2002),"['Drama', 'War']",drama war,holocaust true story holocaust,423,253474,4.11,46,"pianist, the drama war holocaust true story holocaust 2002"
5999,Heavy Metal 2000 (2000),Action|Adventure|Animation|Fantasy|Sci-Fi,Heavy Metal 2000,2000.0,(2000),"['Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",action adventure animation fantasy scifi,,16225,119273,2.25,2,heavy metal 2000 action adventure animation fantasy scifi  2000
6001,"King of Comedy, The (1983)",Comedy|Drama,"King of Comedy, The",1983.0,(1983),"['Comedy', 'Drama']",comedy drama,,262,85794,4.07,7,"king of comedy, the comedy drama  1983"
6002,Love Liza (2002),Drama,Love Liza,2002.0,(2002),['Drama'],drama,drugs planes widows/widowers,15395,282698,3.33,3,love liza drama drugs planes widows/widowers 2002
6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,Confessions of a Dangerous Mind,2002.0,(2002),"['Comedy', 'Crime', 'Drama', 'Thriller']",comedy crime drama thriller,television,4912,290538,3.6,15,confessions of a dangerous mind comedy crime drama thriller television 2002
6005,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary,Blue Collar Comedy Tour: The Movie,2003.0,(2003),"['Comedy', 'Documentary']",comedy documentary,,23626,330069,3.0,3,blue collar comedy tour: the movie comedy documentary  2003
6006,Just Married (2003),Comedy|Romance,Just Married,2003.0,(2003),"['Comedy', 'Romance']",comedy romance,,12090,305711,2.75,8,just married comedy romance  2003
6009,"City of Lost Souls, The (Hyôryuu-gai) (2000)",Crime|Drama|Thriller,"City of Lost Souls, The (Hyôryuu-gai)",2000.0,(2000),"['Crime', 'Drama', 'Thriller']",crime drama thriller,,36273,246498,3.0,1,"city of lost souls, the (hyôryuu-gai) crime drama thriller  2000"
6012,"Guy Thing, A (2003)",Comedy|Romance,"Guy Thing, A",2003.0,(2003),"['Comedy', 'Romance']",comedy romance,,9582,295289,2.5,4,"guy thing, a comedy romance  2003"
6013,Kangaroo Jack (2003),Action|Comedy,Kangaroo Jack,2003.0,(2003),"['Action', 'Comedy']",action comedy,,10628,257568,1.75,2,kangaroo jack action comedy  2003
6014,National Security (2003),Action|Comedy,National Security,2003.0,(2003),"['Action', 'Comedy']",action comedy,,11078,271668,2.5,5,national security action comedy  2003
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,City of God (Cidade de Deus),2002.0,(2002),"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",action adventure crime drama thriller,multiple storylines true story crime photography violence not seen,598,317248,4.15,75,city of god (cidade de deus) action adventure crime drama thriller multiple storylines true story crime photography violence not seen 2002
6020,Alice Adams (1935),Comedy|Drama,Alice Adams,1935.0,(1935),"['Comedy', 'Drama']",comedy drama,class,43886,26056,3.5,1,alice adams comedy drama class 1935
6021,"American Friend, The (Amerikanische Freund, Der) (1977)",Crime|Drama|Mystery|Thriller,"American Friend, The (Amerikanische Freund, Der)",1977.0,(1977),"['Crime', 'Drama', 'Mystery', 'Thriller']",crime drama mystery thriller,,11222,75675,5.0,1,"american friend, the (amerikanische freund, der) crime drama mystery thriller  1977"
6022,American Me (1992),Drama,American Me,1992.0,(1992),['Drama'],drama,,13199,103671,2.5,3,american me drama  1992
6023,Band of Outsiders (Bande à part) (1964),Comedy|Crime|Drama|Romance,Band of Outsiders (Bande à part),1964.0,(1964),"['Comedy', 'Crime', 'Drama', 'Romance']",comedy crime drama romance,,8073,57869,3.5,2,band of outsiders (bande à part) comedy crime drama romance  1964
6025,CB4 - The Movie (1993),Comedy,CB4 - The Movie,1993.0,(1993),['Comedy'],comedy,,15278,106500,2.9,5,cb4 - the movie comedy  1993
6027,Dogfight (1991),Drama|Romance,Dogfight,1991.0,(1991),"['Drama', 'Romance']",drama romance,in netflix queue,14667,101748,4.17,3,dogfight drama romance in netflix queue 1991
6030,Girls! Girls! Girls! (1962),Comedy|Musical,Girls! Girls! Girls!,1962.0,(1962),"['Comedy', 'Musical']",comedy musical,,15734,56023,2.0,1,girls! girls! girls! comedy musical  1962
6031,Imitation of Life (1959),Drama|Romance,Imitation of Life,1959.0,(1959),"['Drama', 'Romance']",drama romance,motherhood race,34148,52918,3.5,2,imitation of life drama romance motherhood race 1959
6033,Mystery Date (1991),Comedy,Mystery Date,1991.0,(1991),['Comedy'],comedy,,53027,102500,3.0,1,mystery date comedy  1991
6035,Pépé le Moko (1937),Crime|Drama|Romance,Pépé le Moko,1937.0,(1937),"['Crime', 'Drama', 'Romance']",crime drama romance,,26252,29453,3.25,2,pépé le moko crime drama romance  1937
6036,Secret Admirer (1985),Comedy|Romance,Secret Admirer,1985.0,(1985),"['Comedy', 'Romance']",comedy romance,,24742,89981,3.0,1,secret admirer comedy romance  1985
6039,"Woman in Red, The (1984)",Comedy|Romance,"Woman in Red, The",1984.0,(1984),"['Comedy', 'Romance']",comedy romance,,5968,88414,2.38,4,"woman in red, the comedy romance  1984"
6040,Darkness Falls (2003),Horror|Thriller,Darkness Falls,2003.0,(2003),"['Horror', 'Thriller']",horror thriller,,10727,282209,2.12,4,darkness falls horror thriller  2003
6041,Amen. (2002),Drama,Amen.,2002.0,(2002),['Drama'],drama,in netflix queue,9045,280653,3.83,3,amen. drama in netflix queue 2002
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin),2002.0,(2002),['Documentary'],documentary,,9082,311320,3.0,1,blind spot: hitler's secretary (im toten winkel - hitlers sekretärin) documentary  2002
6044,Blind Date (1984),Horror|Thriller,Blind Date,1984.0,(1984),"['Horror', 'Thriller']",horror thriller,,80965,86978,2.0,1,blind date horror thriller  1984
6049,Ethan Frome (1993),Drama,Ethan Frome,1993.0,(1993),['Drama'],drama,,61807,106833,4.0,1,ethan frome drama  1993
6051,"Harder They Come, The (1973)",Action|Crime|Drama,"Harder They Come, The",1973.0,(1973),"['Action', 'Crime', 'Drama']",action crime drama,,7514,70155,4.17,3,"harder they come, the action crime drama  1973"
6055,Sugar Hill (1994),Drama,Sugar Hill,1994.0,(1994),['Drama'],drama,,39349,107079,2.25,2,sugar hill drama  1994
6057,Biker Boyz (2003),Action|Crime|Drama,Biker Boyz,2003.0,(2003),"['Action', 'Crime', 'Drama']",action crime drama,,12253,326769,2.0,1,biker boyz action crime drama  2003
6058,Final Destination 2 (2003),Horror|Thriller,Final Destination 2,2003.0,(2003),"['Horror', 'Thriller']",horror thriller,sequel violent,9358,309593,3.05,10,final destination 2 horror thriller sequel violent 2003
6059,"Recruit, The (2003)",Action|Thriller,"Recruit, The",2003.0,(2003),"['Action', 'Thriller']",action thriller,,1647,292506,3.35,17,"recruit, the action thriller  2003"
6060,"Guru, The (2002)",Comedy|Romance,"Guru, The",2002.0,(2002),"['Comedy', 'Romance']",comedy romance,,9027,280720,3.0,2,"guru, the comedy romance  2002"
6062,Lost in La Mancha (2002),Documentary,Lost in La Mancha,2002.0,(2002),['Documentary'],documentary,,21189,308514,3.08,6,lost in la mancha documentary  2002
6063,May (2002),Drama|Horror,May,2002.0,(2002),"['Drama', 'Horror']",drama horror,doll,10894,303361,3.33,3,may drama horror doll 2002
6064,"Harder They Fall, The (1956)",Drama|Film-Noir,"Harder They Fall, The",1956.0,(1956),"['Drama', 'Film-Noir']",drama filmnoir,,28528,49291,4.0,1,"harder they fall, the drama filmnoir  1956"
6067,Ordinary Decent Criminal (2000),Comedy|Crime,Ordinary Decent Criminal,2000.0,(2000),"['Comedy', 'Crime']",comedy crime,,12490,160611,4.0,1,ordinary decent criminal comedy crime  2000
6070,Tokyo Decadence (Topâzu) (1992),Drama,Tokyo Decadence (Topâzu),1992.0,(1992),['Drama'],drama,,15802,105622,4.0,1,tokyo decadence (topâzu) drama  1992
6078,Firefox (1982),Action|Sci-Fi|Thriller,Firefox,1982.0,(1982),"['Action', 'Sci-Fi', 'Thriller']",action scifi thriller,,10724,83943,2.75,2,firefox action scifi thriller  1982
6086,"I, the Jury (1982)",Crime|Drama|Thriller,"I, the Jury",1982.0,(1982),"['Crime', 'Drama', 'Thriller']",crime drama thriller,,37191,84112,5.0,1,"i, the jury crime drama thriller  1982"
6090,Kiss Me Goodbye (1982),Comedy,Kiss Me Goodbye,1982.0,(1982),['Comedy'],comedy,ghosts,81001,84210,3.5,1,kiss me goodbye comedy ghosts 1982
6093,"Last Unicorn, The (1982)",Animation|Children|Fantasy,"Last Unicorn, The",1982.0,(1982),"['Animation', 'Children', 'Fantasy']",animation children fantasy,,10150,84237,3.38,4,"last unicorn, the animation children fantasy  1982"
6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye),1982.0,(1982),['Action'],action,,16407,84266,3.5,1,dragon lord (a.k.a. dragon strike) (long xiao ye) action  1982
6100,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance,"Midsummer Night's Sex Comedy, A",1982.0,(1982),"['Comedy', 'Romance']",comedy romance,,8288,84329,4.0,3,"midsummer night's sex comedy, a comedy romance  1982"
6101,Missing (1982),Drama|Mystery|Thriller,Missing,1982.0,(1982),"['Drama', 'Mystery', 'Thriller']",drama mystery thriller,chile politics south america,15600,84335,4.0,1,missing drama mystery thriller chile politics south america 1982
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,Monty Python Live at the Hollywood Bowl,1982.0,(1982),['Comedy'],comedy,spoof,11949,84352,4.17,9,monty python live at the hollywood bowl comedy spoof 1982
6107,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War,"Night of the Shooting Stars (Notte di San Lorenzo, La)",1982.0,(1982),"['Drama', 'War']",drama war,world war ii,42130,84422,4.0,1,"night of the shooting stars (notte di san lorenzo, la) drama war world war ii 1982"
6111,Paradise (1982),Adventure|Romance,Paradise,1982.0,(1982),"['Adventure', 'Romance']",adventure romance,,23942,84469,3.5,1,paradise adventure romance  1982
6116,"Pirate Movie, The (1982)",Adventure|Comedy|Musical,"Pirate Movie, The",1982.0,(1982),"['Adventure', 'Comedy', 'Musical']",adventure comedy musical,,25872,84504,2.5,2,"pirate movie, the adventure comedy musical  1982"
6119,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),Comedy,Santa Claus Is a Stinker (Le Père Noël est une ordure),1982.0,(1982),['Comedy'],comedy,,14645,84555,4.0,1,santa claus is a stinker (le père noël est une ordure) comedy  1982
6122,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary,Richard Pryor Live on the Sunset Strip,1982.0,(1982),"['Comedy', 'Documentary']",comedy documentary,,21923,84597,4.0,2,richard pryor live on the sunset strip comedy documentary  1982
6123,Sunless (Sans Soleil) (1983),Documentary,Sunless (Sans Soleil),1983.0,(1983),['Documentary'],documentary,,1563,84628,4.0,1,sunless (sans soleil) documentary  1983
6124,Savannah Smiles (1982),Comedy,Savannah Smiles,1982.0,(1982),['Comedy'],comedy,,17132,84633,2.75,2,savannah smiles comedy  1982
6125,"Secret Policeman's Other Ball, The (1982)",Comedy|Documentary|Musical,"Secret Policeman's Other Ball, The",1982.0,(1982),"['Comedy', 'Documentary', 'Musical']",comedy documentary musical,,59533,84648,3.5,1,"secret policeman's other ball, the comedy documentary musical  1982"
6140,Tenebre (1982),Horror|Mystery|Thriller,Tenebre,1982.0,(1982),"['Horror', 'Mystery', 'Thriller']",horror mystery thriller,,29702,84777,2.25,2,tenebre horror mystery thriller  1982
6141,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),Comedy,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks),1982.0,(1982),['Comedy'],comedy,,24830,84786,3.0,1,they call me bruce? (a.k.a. a fistful of chopsticks) comedy  1982
6143,Trail of the Pink Panther (1982),Comedy|Crime,Trail of the Pink Panther,1982.0,(1982),"['Comedy', 'Crime']",comedy crime,,9699,84814,3.0,2,trail of the pink panther comedy crime  1982
6145,Venom (1982),Horror|Thriller,Venom,1982.0,(1982),"['Horror', 'Thriller']",horror thriller,,30789,84854,2.0,1,venom horror thriller  1982
6148,White Dog (1982),Drama|Horror|Thriller,White Dog,1982.0,(1982),"['Drama', 'Horror', 'Thriller']",drama horror thriller,,47955,84899,2.83,3,white dog drama horror thriller  1982
6153,Zapped! (1982),Comedy|Sci-Fi,Zapped!,1982.0,(1982),"['Comedy', 'Sci-Fi']",comedy scifi,,23943,84945,1.5,2,zapped! comedy scifi  1982
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,How to Lose a Guy in 10 Days,2003.0,(2003),"['Comedy', 'Romance']",comedy romance,,9919,251127,3.28,29,how to lose a guy in 10 days comedy romance  2003
6156,Shanghai Knights (2003),Action|Adventure|Comedy,Shanghai Knights,2003.0,(2003),"['Action', 'Adventure', 'Comedy']",action adventure comedy,england,6038,300471,3.21,19,shanghai knights action adventure comedy england 2003
6157,Daredevil (2003),Action|Crime,Daredevil,2003.0,(2003),"['Action', 'Crime']",action crime,bad ben affleck,9480,287978,2.5,32,daredevil action crime bad ben affleck 2003
6158,"Jungle Book 2, The (2003)",Animation|Children,"Jungle Book 2, The",2003.0,(2003),"['Animation', 'Children']",animation children,,14873,283426,3.0,1,"jungle book 2, the animation children  2003"
6159,All the Real Girls (2003),Drama|Romance,All the Real Girls,2003.0,(2003),"['Drama', 'Romance']",drama romance,adolescence,13132,299458,4.25,2,all the real girls drama romance adolescence 2003
6162,Gerry (2002),Adventure|Drama,Gerry,2002.0,(2002),"['Adventure', 'Drama']",adventure drama,,1956,302674,3.17,3,gerry adventure drama  2002
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller,He Loves Me... He Loves Me Not (À la folie... pas du tout),2002.0,(2002),"['Romance', 'Thriller']",romance thriller,obsession,12112,291579,4.5,1,he loves me... he loves me not (à la folie... pas du tout) romance thriller obsession 2002
6166,Dennis the Menace (1993),Comedy,Dennis the Menace,1993.0,(1993),['Comedy'],comedy,,12139,106701,1.81,8,dennis the menace comedy  1993
6169,"Black Stallion Returns, The (1983)",Adventure|Children,"Black Stallion Returns, The",1983.0,(1983),"['Adventure', 'Children']",adventure children,,24883,85248,2.5,2,"black stallion returns, the adventure children  1983"
6170,"Black Stallion, The (1979)",Adventure|Children|Drama,"Black Stallion, The",1979.0,(1979),"['Adventure', 'Children', 'Drama']",adventure children drama,horses,17264,78872,3.5,3,"black stallion, the adventure children drama horses 1979"
6178,"Patch of Blue, A (1965)",Drama|Romance,"Patch of Blue, A",1965.0,(1965),"['Drama', 'Romance']",drama romance,blind blindness race,33364,59573,4.0,1,"patch of blue, a drama romance blind blindness race 1965"
6181,"Red Badge of Courage, The (1951)",Drama|War,"Red Badge of Courage, The",1951.0,(1951),"['Drama', 'War']",drama war,civil war stephen crane,59401,43961,4.0,1,"red badge of courage, the drama war civil war stephen crane 1951"
6182,"Thrill of It All, The (1963)",Comedy,"Thrill of It All, The",1963.0,(1963),['Comedy'],comedy,,22233,57581,3.0,1,"thrill of it all, the comedy  1963"
6183,Pillow Talk (1959),Comedy|Musical|Romance,Pillow Talk,1959.0,(1959),"['Comedy', 'Musical', 'Romance']",comedy musical romance,day and hudson sexuality,4952,53172,3.83,3,pillow talk comedy musical romance day and hudson sexuality 1959
6184,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi,"Man Who Fell to Earth, The",1976.0,(1976),"['Drama', 'Sci-Fi']",drama scifi,,991,74851,4.25,4,"man who fell to earth, the drama scifi  1976"
6185,Dark Blue (2003),Action|Crime|Drama|Thriller,Dark Blue,2003.0,(2003),"['Action', 'Crime', 'Drama', 'Thriller']",action crime drama thriller,,4911,279331,3.0,3,dark blue action crime drama thriller  2003
6186,Gods and Generals (2003),Action|Drama|War,Gods and Generals,2003.0,(2003),"['Action', 'Drama', 'War']",action drama war,,16072,279111,3.0,1,gods and generals action drama war  2003
6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller,"Life of David Gale, The",2003.0,(2003),"['Crime', 'Drama', 'Thriller']",crime drama thriller,,11615,289992,3.81,8,"life of david gale, the crime drama thriller  2003"
6188,Old School (2003),Comedy,Old School,2003.0,(2003),['Comedy'],comedy,comedy will ferrell,11635,302886,3.51,39,old school comedy comedy will ferrell 2003
6192,Open Hearts (Elsker dig for evigt) (2002),Romance,Open Hearts (Elsker dig for evigt),2002.0,(2002),['Romance'],romance,,102,315543,5.0,1,open hearts (elsker dig for evigt) romance  2002
6193,Poolhall Junkies (2002),Comedy|Drama|Thriller,Poolhall Junkies,2002.0,(2002),"['Comedy', 'Drama', 'Thriller']",comedy drama thriller,,14293,273982,3.83,3,poolhall junkies comedy drama thriller  2002
6195,Stone Reader (2002),Documentary,Stone Reader,2002.0,(2002),['Documentary'],documentary,books stones of summer,105024,324080,4.0,2,stone reader documentary books stones of summer 2002
6196,Cradle 2 the Grave (2003),Action|Crime|Drama|Thriller,Cradle 2 the Grave,2003.0,(2003),"['Action', 'Crime', 'Drama', 'Thriller']",action crime drama thriller,,10623,306685,3.5,3,cradle 2 the grave action crime drama thriller  2003
6197,Spider (2002),Drama|Mystery,Spider,2002.0,(2002),"['Drama', 'Mystery']",drama mystery,mental illness,9613,278731,3.33,3,spider drama mystery mental illness 2002
6201,Lady Jane (1986),Drama|Romance,Lady Jane,1986.0,(1986),"['Drama', 'Romance']",drama romance,england,21867,91374,5.0,1,lady jane drama romance england 1986
6202,Late Marriage (Hatuna Meuheret) (2001),Comedy|Drama|Romance,Late Marriage (Hatuna Meuheret),2001.0,(2001),"['Comedy', 'Drama', 'Romance']",comedy drama romance,,49680,287471,3.5,1,late marriage (hatuna meuheret) comedy drama romance  2001
6203,Life Stinks (1991),Comedy,Life Stinks,1991.0,(1991),['Comedy'],comedy,,6524,102303,1.5,2,life stinks comedy  1991
6204,"Meteor Man, The (1993)",Comedy,"Meteor Man, The",1993.0,(1993),['Comedy'],comedy,,11244,107563,2.5,1,"meteor man, the comedy  1993"
6210,Volcano High (Whasango) (2001),Action|Comedy,Volcano High (Whasango),2001.0,(2001),"['Action', 'Comedy']",action comedy,,23834,301429,3.0,1,volcano high (whasango) action comedy  2001
6212,Bringing Down the House (2003),Comedy,Bringing Down the House,2003.0,(2003),['Comedy'],comedy,,10678,305669,1.92,6,bringing down the house comedy  2003
6213,Tears of the Sun (2003),Action|Drama|Thriller,Tears of the Sun,2003.0,(2003),"['Action', 'Drama', 'Thriller']",action drama thriller,,9567,314353,2.64,7,tears of the sun action drama thriller  2003
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller,Irreversible (Irréversible),2002.0,(2002),"['Crime', 'Drama', 'Mystery', 'Thriller']",crime drama mystery thriller,dark disturbing,979,290673,3.89,9,irreversible (irréversible) crime drama mystery thriller dark disturbing 2002
6215,Laurel Canyon (2002),Drama,Laurel Canyon,2002.0,(2002),['Drama'],drama,,13819,298408,3.0,3,laurel canyon drama  2002
6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama,Nowhere in Africa (Nirgendwo in Afrika),2001.0,(2001),['Drama'],drama,world war ii,1591,161860,3.75,2,nowhere in africa (nirgendwo in afrika) drama world war ii 2001
6217,"Safety of Objects, The (2001)",Drama,"Safety of Objects, The",2001.0,(2001),['Drama'],drama,,24186,256359,3.0,2,"safety of objects, the drama  2001"
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,Bend It Like Beckham,2002.0,(2002),"['Comedy', 'Drama', 'Romance']",comedy drama romance,soccer,455,286499,3.3,40,bend it like beckham comedy drama romance soccer 2002
6219,"Hunted, The (2003)",Action|Drama|Thriller,"Hunted, The",2003.0,(2003),"['Action', 'Drama', 'Thriller']",action drama thriller,,10632,269347,3.0,3,"hunted, the action drama thriller  2003"
6220,Willard (2003),Drama|Horror|Thriller,Willard,2003.0,(2003),"['Drama', 'Horror', 'Thriller']",drama horror thriller,,10929,310357,2.5,4,willard drama horror thriller  2003
6222,Prozac Nation (2001),Drama,Prozac Nation,2001.0,(2001),['Drama'],drama,,16229,236640,3.0,1,prozac nation drama  2001
6223,Spun (2001),Comedy|Crime|Drama,Spun,2001.0,(2001),"['Comedy', 'Crime', 'Drama']",comedy crime drama,,12079,283003,3.25,2,spun comedy crime drama  2001
6225,King of Kings (1961),Drama,King of Kings,1961.0,(1961),['Drama'],drama,,36362,55047,3.0,1,king of kings drama  1961
6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller,"Talk of the Town, The",1942.0,(1942),"['Comedy', 'Romance', 'Thriller']",comedy romance thriller,in netflix queue,23159,35417,4.0,1,"talk of the town, the comedy romance thriller in netflix queue 1942"
6232,Born Free (1966),Adventure|Children|Drama,Born Free,1966.0,(1966),"['Adventure', 'Children', 'Drama']",adventure children drama,animal movie lions,15347,60182,4.0,1,born free adventure children drama animal movie lions 1966
6234,Equus (1977),Drama|Mystery,Equus,1977.0,(1977),"['Drama', 'Mystery']",drama mystery,,37258,75995,3.5,1,equus drama mystery  1977
6235,Europa Europa (Hitlerjunge Salomon) (1990),Drama|War,Europa Europa (Hitlerjunge Salomon),1990.0,(1990),"['Drama', 'War']",drama war,holocaust world war ii,8996,99776,4.33,3,europa europa (hitlerjunge salomon) drama war holocaust world war ii 1990
6237,"Glenn Miller Story, The (1953)",Drama,"Glenn Miller Story, The",1953.0,(1953),['Drama'],drama,,17729,47030,4.0,1,"glenn miller story, the drama  1953"
6238,Green Card (1990),Comedy|Drama|Romance,Green Card,1990.0,(1990),"['Comedy', 'Drama', 'Romance']",comedy drama romance,immigrants,12157,99699,2.83,9,green card comedy drama romance immigrants 1990
6239,Journey to the Center of the Earth (1959),Adventure|Children|Sci-Fi,Journey to the Center of the Earth,1959.0,(1959),"['Adventure', 'Children', 'Sci-Fi']",adventure children scifi,,11571,52948,2.75,2,journey to the center of the earth adventure children scifi  1959
6241,Pauline at the Beach (Pauline à la Plage) (1983),Comedy|Drama|Romance,Pauline at the Beach (Pauline à la Plage),1983.0,(1983),"['Comedy', 'Drama', 'Romance']",comedy drama romance,,10293,86087,4.0,1,pauline at the beach (pauline à la plage) comedy drama romance  1983
6242,Ringu (Ring) (1998),Horror|Mystery|Thriller,Ringu (Ring),1998.0,(1998),"['Horror', 'Mystery', 'Thriller']",horror mystery thriller,television,2671,178868,3.45,11,ringu (ring) horror mystery thriller television 1998
6244,Salaam Bombay! (1988),Drama,Salaam Bombay!,1988.0,(1988),['Drama'],drama,in netflix queue,45129,96028,3.5,2,salaam bombay! drama in netflix queue 1988
6245,Sweet Charity (1969),Comedy|Drama|Musical|Romance,Sweet Charity,1969.0,(1969),"['Comedy', 'Drama', 'Musical', 'Romance']",comedy drama musical romance,prostitution,42618,65054,3.5,1,sweet charity comedy drama musical romance prostitution 1969
6246,Talent for the Game (1991),Drama,Talent for the Game,1991.0,(1991),['Drama'],drama,,41164,103036,4.0,1,talent for the game drama  1991
6249,Boat Trip (2003),Comedy,Boat Trip,2003.0,(2003),['Comedy'],comedy,,9557,285462,2.38,4,boat trip comedy  2003
6250,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller,Dreamcatcher,2003.0,(2003),"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",drama horror scifi thriller,,6171,285531,2.64,7,dreamcatcher drama horror scifi thriller  2003
6251,Piglet's Big Movie (2003),Animation|Children,Piglet's Big Movie,2003.0,(2003),"['Animation', 'Children']",animation children,,13691,323642,2.0,1,piglet's big movie animation children  2003
6252,View from the Top (2003),Comedy|Romance,View from the Top,2003.0,(2003),"['Comedy', 'Romance']",comedy romance,,11523,264150,2.38,4,view from the top comedy romance  2003
6254,"Awful Truth, The (1937)",Comedy|Romance,"Awful Truth, The",1937.0,(1937),"['Comedy', 'Romance']",comedy romance,screwball,14675,28597,4.75,2,"awful truth, the comedy romance screwball 1937"
6263,Basic (2003),Drama|Thriller|War,Basic,2003.0,(2003),"['Drama', 'Thriller', 'War']",drama thriller war,,10782,264395,3.75,2,basic drama thriller war  2003
6264,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller,"Core, The",2003.0,(2003),"['Action', 'Drama', 'Sci-Fi', 'Thriller']",action drama scifi thriller,,9341,298814,2.38,8,"core, the action drama scifi thriller  2003"
6265,Head of State (2003),Comedy,Head of State,2003.0,(2003),['Comedy'],comedy,,9776,325537,2.25,2,head of state comedy  2003
6266,What a Girl Wants (2003),Comedy|Drama|Romance,What a Girl Wants,2003.0,(2003),"['Comedy', 'Drama', 'Romance']",comedy drama romance,,10735,286788,3.06,8,what a girl wants comedy drama romance  2003
6267,Assassination Tango (2002),Drama|Thriller,Assassination Tango,2002.0,(2002),"['Drama', 'Thriller']",drama thriller,,16425,283897,2.0,1,assassination tango drama thriller  2002
6268,Raising Victor Vargas (2002),Comedy|Drama|Romance,Raising Victor Vargas,2002.0,(2002),"['Comedy', 'Drama', 'Romance']",comedy drama romance,adolescence,25461,316188,3.75,2,raising victor vargas comedy drama romance adolescence 2002
6269,Stevie (2002),Documentary,Stevie,2002.0,(2002),['Documentary'],documentary,big brothers,51927,334416,4.25,2,stevie documentary big brothers 2002
6270,Akira Kurosawa's Dreams (Dreams) (1990),Drama|Fantasy,Akira Kurosawa's Dreams (Dreams),1990.0,(1990),"['Drama', 'Fantasy']",drama fantasy,,12516,100998,4.33,3,akira kurosawa's dreams (dreams) drama fantasy  1990
